bases	meanCoverage	standardError	Sample	feature
-1000	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-999	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-998	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-997	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-996	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-995	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-994	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-993	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-992	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-991	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-990	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-989	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-988	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-987	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-986	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-985	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-984	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-983	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-982	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-981	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-980	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-979	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-978	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-977	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-976	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-975	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-974	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-973	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-972	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-971	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-970	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-969	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-968	0.0210092480900684	0.00145889684466527	group1	Transcription_start_site
-967	0.0210092480900684	0.00145889684466527	group1	Transcription_start_site
-966	0.0210092480900684	0.00145889684466527	group1	Transcription_start_site
-965	0.0210092480900684	0.00145889684466527	group1	Transcription_start_site
-964	0.0210092480900684	0.00145889684466527	group1	Transcription_start_site
-963	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-962	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-961	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-960	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-959	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-958	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-957	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-956	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-955	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-954	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-953	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-952	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-951	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-950	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-949	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-948	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-947	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-946	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-945	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-944	0.0209087253719341	0.00145557472727286	group1	Transcription_start_site
-943	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-942	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-941	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-940	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-939	0.0208082026537998	0.00145224431079798	group1	Transcription_start_site
-938	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-937	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-936	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-935	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-934	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-933	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-932	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-931	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-930	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-929	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-928	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-927	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-926	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-925	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-924	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-923	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-922	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-921	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-920	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-919	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-918	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-917	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-916	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-915	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-914	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-913	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-912	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-911	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-910	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-909	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-908	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-907	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-906	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-905	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-904	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-903	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-902	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-901	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-900	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-899	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-898	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-897	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-896	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-895	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-894	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-893	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-892	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-891	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-890	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-889	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-888	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-887	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-886	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-885	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-884	0.0205066344993969	0.00144220269122085	group1	Transcription_start_site
-883	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-882	0.0204061117812626	0.00143883849934873	group1	Transcription_start_site
-881	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-880	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-879	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-878	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-877	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-876	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
-875	0.0207076799356655	0.00144890553801246	group1	Transcription_start_site
-874	0.0206071572175312	0.00144555835101517	group1	Transcription_start_site
